,Security Code,Security Name,Security Group,Open,High,Low,LTP,No. of Shares Traded ,Total Turnover in Lac,No. of Trades ,Unnamed: 10
2553,530133,AMCOIND,X,20.6,20.6,20.6,20.6,20,0.0,1,
2554,530663,GOYALASS,XT,0.3,0.3,0.3,0.3,261,0.0,4,
2555,530715,ALPSINDUS,B,0.69,0.69,0.69,0.69,200,0.0,1,
2556,530733,NOVAPUB,X,18.0,18.0,18.0,18.0,25,0.0,2,
2557,530771,KLGCAP,X,10.32,10.32,10.32,10.32,12,0.0,1,
2558,530821,SSPDL,X,14.45,14.45,14.45,14.45,10,0.0,1,
2559,530611,STURDY,XT,0.25,0.25,0.25,0.25,133,0.0,1,
2560,530579,UYFINCORP,X,1.51,1.51,1.51,1.51,26,0.0,2,
2561,530585,SWASTIKA,X,74.8,74.8,67.9,73.95,4,0.0,4,
2562,530255,KAYPOWR,X,1.15,1.15,1.15,1.15,71,0.0,4,
2563,530265,SAINIK,X,29.0,29.0,29.0,29.0,10,0.0,1,
2564,530401,VINYOFL,XT,17.6,17.6,17.6,17.6,5,0.0,1,
2565,530445,SUMERUIND,XT,0.75,0.75,0.75,0.75,100,0.0,1,
2566,534731,BITL,B,0.19,0.19,0.19,0.19,400,0.0,2,
2567,534733,SUPREMEX,XT,0.92,0.92,0.92,0.92,1,0.0,1,
2568,535205,MYSTICELE,X,2.4,2.4,2.4,2.4,18,0.0,1,
2569,536709,INDRENEW,X,8.34,8.34,8.34,8.34,10,0.0,1,
2570,534328,HEXATRADEX,T,8.69,8.69,8.69,8.69,2,0.0,1,
2571,534639,VINAYAKPOL,X,9.95,9.95,9.95,9.95,2,0.0,1,
2572,533632,ONELIFECAP,B,5.76,5.76,5.76,5.76,1,0.0,1,
2573,538395,NAM,X,48.0,48.0,48.0,48.0,2,0.0,1,
2574,538464,TPROJECT,X,0.36,0.36,0.36,0.36,51,0.0,1,
2575,538433,CCFCL,X,0.19,0.19,0.19,0.19,50,0.0,1,
2576,538539,JTAPARIA,X,0.2,0.2,0.2,0.2,341,0.0,3,
2577,538540,RLFL,X,0.19,0.19,0.19,0.19,200,0.0,1,
2578,537820,VFL,B,0.37,0.39,0.37,0.39,650,0.0,5,
2579,538653,EML,X,0.19,0.19,0.19,0.19,500,0.0,7,
2580,538952,ALFL,X,0.95,0.95,0.95,0.95,62,0.0,1,
2581,538860,PANAFIC,X,0.19,0.19,0.19,0.19,1500,0.0,1,
2582,538787,GBFL,X,2.13,2.13,2.13,2.13,152,0.0,5,
2583,539546,BNL,X,10.8,10.8,10.8,10.8,18,0.0,2,
2584,539494,SMARTFIN,XT,47.8,47.8,47.8,47.8,10,0.0,1,
2585,539399,BELLACASA,T,92.5,92.5,90.95,90.95,3,0.0,3,
2586,539455,ARYAVAN,X,10.6,10.6,10.6,10.6,10,0.0,1,
2587,539833,SICLTD,X,0.92,0.92,0.9,0.9,200,0.0,3,
2588,539945,ICICINV20,B,50.51,50.51,50.51,50.51,3,0.0,1,
2589,539309,RAMASTEEL,B,26.1,26.1,26.1,26.1,15,0.0,1,
2590,539235,GPL,X,255.0,255.0,255.0,255.0,1,0.0,1,
2591,539227,LOYAL,T,38.0,38.0,37.9,37.9,2,0.0,2,
2592,539006,PTCIL,X,339.0,339.0,339.0,339.0,1,0.0,1,
2593,539009,GBLIL,XT,0.57,0.57,0.57,0.57,214,0.0,3,
2594,538964,MERCURYLAB,X,456.55,456.55,456.55,456.55,1,0.0,1,
2595,539046,MNKCMILTD,B,3.2,3.23,3.2,3.23,50,0.0,2,
2596,533427,VMS,X,5.25,5.25,5.25,5.25,1,0.0,1,
2597,533259,SASTASUNDR,B,69.95,71.5,69.95,71.5,3,0.0,3,
2598,533211,PARABDRUGS,Z,1.52,1.52,1.52,1.52,100,0.0,1,
2599,533217,HMVL,B,44.65,44.65,44.65,44.65,2,0.0,1,
2600,533221,AHLWEST,B,211.25,215.0,211.25,215.0,2,0.0,2,
2601,533239,PRAKASHSTL,T,0.38,0.38,0.38,0.38,1,0.0,1,
2602,533149,ESSARSEC,X,1.41,1.41,1.41,1.41,1,0.0,1,
2603,533178,PRADIP,B,0.67,0.67,0.67,0.67,2,0.0,1,
2604,532976,JAIBALAJI,B,17.1,17.1,17.1,17.1,4,0.0,1,
2605,533001,SOMICONV,B,12.3,12.3,12.3,12.3,35,0.0,1,
2606,532820,ELAND,XT,4.4,4.4,4.3,4.3,15,0.0,3,
2607,532823,EUROCERA,Z,0.59,0.59,0.59,0.59,500,0.0,1,
2608,532825,JAGJANANI,X,0.27,0.27,0.27,0.27,1000,0.0,1,
2609,532879,SSLEL,X,34.45,34.45,34.45,34.45,1,0.0,1,
2610,532874,SURYACHAKRA,Z,0.49,0.49,0.49,0.49,1000,0.0,1,
